post_id,group_b,u_stat,p_value,p_bonferroni,significant
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,fb9f496a-17de-4fa3-9d8b-c464152258fb,1334.0,0.09600234230053069,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,fbb54109-bdf2-4043-b4b3-74884f13ee13,207.5,0.12206310257121959,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,9f5c7820-074d-4dc8-b3b7-7471147d07f1,1844.5,0.10666717852608387,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,a03f5521-872d-4ed0-bd8b-b6331f559c2d,206.5,0.009264708426619538,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,b4b5482a-31db-4470-8bab-990fa169aadd,2390.0,8.938340059634659e-05,0.02064756553775606,True
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,c532ced8-5890-4879-b545-bd3cf75a65ee,1594.0,0.003511029626292357,0.8110478436735344,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,620.5,0.03618373930875061,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,1859.0,0.7460776927880024,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,f92250dd-b7bc-4af7-8d55-79ade4af5198,1539.5,0.08798831724113614,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,fb9f496a-17de-4fa3-9d8b-c464152258fb,1777.0,0.14940410177392877,1.0,False
9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,fbb54109-bdf2-4043-b4b3-74884f13ee13,277.5,0.16710413434123306,1.0,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,a03f5521-872d-4ed0-bd8b-b6331f559c2d,104.0,0.0003446311135357096,0.07960978722674893,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,b4b5482a-31db-4470-8bab-990fa169aadd,1259.5,1.1036252074898971e-06,0.00025493742293016626,True
9f5c7820-074d-4dc8-b3b7-7471147d07f1,c532ced8-5890-4879-b545-bd3cf75a65ee,854.0,6.065052541095012e-05,0.014010271369929479,True
9f5c7820-074d-4dc8-b3b7-7471147d07f1,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,333.5,0.0013372994163098474,0.30891616516757475,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,1052.5,0.21603125791903777,1.0,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,f92250dd-b7bc-4af7-8d55-79ade4af5198,845.5,0.0028902636336304017,0.6676508993686228,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,fb9f496a-17de-4fa3-9d8b-c464152258fb,981.5,0.005550103770699725,1.0,False
9f5c7820-074d-4dc8-b3b7-7471147d07f1,fbb54109-bdf2-4043-b4b3-74884f13ee13,150.0,0.01672633078153361,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,b4b5482a-31db-4470-8bab-990fa169aadd,539.5,0.49614975948405526,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,c532ced8-5890-4879-b545-bd3cf75a65ee,350.0,0.33427363864983883,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,135.5,0.36029211317799814,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,368.5,0.006788942073179559,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,f92250dd-b7bc-4af7-8d55-79ade4af5198,323.5,0.1256994684088405,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,fb9f496a-17de-4fa3-9d8b-c464152258fb,369.5,0.0861873205982061,1.0,False
a03f5521-872d-4ed0-bd8b-b6331f559c2d,fbb54109-bdf2-4043-b4b3-74884f13ee13,60.0,0.3979608354357064,1.0,False
b4b5482a-31db-4470-8bab-990fa169aadd,c532ced8-5890-4879-b545-bd3cf75a65ee,3068.0,0.5073810299913906,1.0,False
b4b5482a-31db-4470-8bab-990fa169aadd,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,1189.0,0.5697519743633188,1.0,False
b4b5482a-31db-4470-8bab-990fa169aadd,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,3296.5,0.00012425342731465846,0.028702541709686103,True
b4b5482a-31db-4470-8bab-990fa169aadd,f92250dd-b7bc-4af7-8d55-79ade4af5198,2860.0,0.07147222363972287,1.0,False
b4b5482a-31db-4470-8bab-990fa169aadd,fb9f496a-17de-4fa3-9d8b-c464152258fb,3273.5,0.027893302025873448,1.0,False
b4b5482a-31db-4470-8bab-990fa169aadd,fbb54109-bdf2-4043-b4b3-74884f13ee13,527.5,0.5990913872158428,1.0,False
c532ced8-5890-4879-b545-bd3cf75a65ee,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,698.0,0.9296642027667287,1.0,False
c532ced8-5890-4879-b545-bd3cf75a65ee,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,1956.0,0.0030699129983065413,0.7091499026088111,False
c532ced8-5890-4879-b545-bd3cf75a65ee,f92250dd-b7bc-4af7-8d55-79ade4af5198,1686.0,0.28786137636128406,1.0,False
c532ced8-5890-4879-b545-bd3cf75a65ee,fb9f496a-17de-4fa3-9d8b-c464152258fb,1932.0,0.16236900727465597,1.0,False
c532ced8-5890-4879-b545-bd3cf75a65ee,fbb54109-bdf2-4043-b4b3-74884f13ee13,310.0,0.8537050746023708,1.0,False
d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,743.0,0.026160784034786482,1.0,False
d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,f92250dd-b7bc-4af7-8d55-79ade4af5198,639.5,0.47752779926681155,1.0,False
d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,fb9f496a-17de-4fa3-9d8b-c464152258fb,733.0,0.34081271754300013,1.0,False
d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,fbb54109-bdf2-4043-b4b3-74884f13ee13,117.5,0.9279167088884375,1.0,False
dcb7dcff-8a32-4eed-bca8-0929d5a6d326,f92250dd-b7bc-4af7-8d55-79ade4af5198,1071.0,0.06235868405085101,1.0,False
dcb7dcff-8a32-4eed-bca8-0929d5a6d326,fb9f496a-17de-4fa3-9d8b-c464152258fb,1237.5,0.10434139872892637,1.0,False
dcb7dcff-8a32-4eed-bca8-0929d5a6d326,fbb54109-bdf2-4043-b4b3-74884f13ee13,192.5,0.12632182965652414,1.0,False
f92250dd-b7bc-4af7-8d55-79ade4af5198,fb9f496a-17de-4fa3-9d8b-c464152258fb,1494.0,0.7731485130127822,1.0,False
f92250dd-b7bc-4af7-8d55-79ade4af5198,fbb54109-bdf2-4043-b4b3-74884f13ee13,237.5,0.7003113729368902,1.0,False
fb9f496a-17de-4fa3-9d8b-c464152258fb,fbb54109-bdf2-4043-b4b3-74884f13ee13,257.5,0.5781739301360899,1.0,False
