post_id,group_b,u_stat,p_value,p_bonferroni,significant
961575fd-2c8d-4377-8996-bd0cfc14c2f8,c532ced8-5890-4879-b545-bd3cf75a65ee,1584.0,0.713364622303313,1.0,False
961575fd-2c8d-4377-8996-bd0cfc14c2f8,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,614.0,0.714191338642804,1.0,False
961575fd-2c8d-4377-8996-bd0cfc14c2f8,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,1708.5,0.0013778679033484443,0.31828748567349063,False
961575fd-2c8d-4377-8996-bd0cfc14c2f8,f92250dd-b7bc-4af7-8d55-79ade4af5198,1479.0,0.16896693058739642,1.0,False
961575fd-2c8d-4377-8996-bd0cfc14c2f8,fb9f496a-17de-4fa3-9d8b-c464152258fb,1693.5,0.08857206558175394,1.0,False
961575fd-2c8d-4377-8996-bd0cfc14c2f8,fbb54109-bdf2-4043-b4b3-74884f13ee13,272.5,0.7003113729368902,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,9f2082ba-ccb7-414b-8dbe-5dd9ebbb1b65,1899.5,0.7369518702530145,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,9f5c7820-074d-4dc8-b3b7-7471147d07f1,1394.5,0.2107794842977736,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,a03f5521-872d-4ed0-bd8b-b6331f559c2d,152.5,0.006177967234694643,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,b4b5482a-31db-4470-8bab-990fa169aadd,1779.0,8.149295673216208e-05,0.01882487300512944,True
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,c532ced8-5890-4879-b545-bd3cf75a65ee,1190.0,0.0024306110697347194,0.5614711571087202,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,d9c0f9c8-f9a5-4197-ba42-a4ce8a47edcc,463.5,0.023746012061870884,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,dcb7dcff-8a32-4eed-bca8-0929d5a6d326,1402.0,1.0,1.0,False
9ce7a471-7c3c-48ee-9b19-9c727b7219f4,f92250dd-b7bc-4af7-8d55-79ade4af5198,1154.5,0.05641689991349105,1.0,False
